ICD_CODE,LONG_DESCRIPTION,ELIXHAUSER_GROUP
B18.0,Chronic viral hepatitis B with delta-agent,LIVER_DISEASE
B18.1,Chronic viral hepatitis B without delta-agent,LIVER_DISEASE
B18.2,Chronic viral hepatitis C,LIVER_DISEASE
B18.8,Other chronic viral hepatitis,LIVER_DISEASE
B18.9,"Chronic viral hepatitis, unspecified",LIVER_DISEASE
B20.,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases,HIV_AIDS
B21.,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms,HIV_AIDS
B22.,Human immunodeficiency virus [HIV] disease resulting in other specified diseases,HIV_AIDS
B24.,Unspecified human immunodeficiency virus [HIV] disease,HIV_AIDS
C00.0,Malignant neoplasm of external upper lip,SOLID_TUMOR_WITHOUT_METASTASIS
C00.1,Malignant neoplasm of external lower lip,SOLID_TUMOR_WITHOUT_METASTASIS
C00.2,"Malignant neoplasm of external lip, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C00.3,"Malignant neoplasm of upper lip, inner aspect",SOLID_TUMOR_WITHOUT_METASTASIS
C00.4,"Malignant neoplasm of lower lip, inner aspect",SOLID_TUMOR_WITHOUT_METASTASIS
C00.5,"Malignant neoplasm of lip, unspecified, inner aspect",SOLID_TUMOR_WITHOUT_METASTASIS
C00.6,Malignant neoplasm of commissure of lip,SOLID_TUMOR_WITHOUT_METASTASIS
C00.8,Overlapping malignant lesion of lip,SOLID_TUMOR_WITHOUT_METASTASIS
C00.9,"Malignant neoplasm of lip, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C01.,Malignant neoplasm of base of tongue,SOLID_TUMOR_WITHOUT_METASTASIS
C02.0,Malignant neoplasm of dorsal surface of tongue,SOLID_TUMOR_WITHOUT_METASTASIS
C02.1,Malignant neoplasm of border of tongue,SOLID_TUMOR_WITHOUT_METASTASIS
C02.2,Malignant neoplasm of ventral surface of tongue,SOLID_TUMOR_WITHOUT_METASTASIS
C02.3,"Malignant neoplasm of anterior two-thirds of tongue, part unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C02.4,Malignant neoplasm of lingual tonsil,SOLID_TUMOR_WITHOUT_METASTASIS
C02.8,Malignant neoplasm of overlapping lesion of tongue,SOLID_TUMOR_WITHOUT_METASTASIS
C02.9,"Malignant neoplasm of tongue, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C03.0,Malignant neoplasm of upper gum,SOLID_TUMOR_WITHOUT_METASTASIS
C03.1,Malignant neoplasm of lower gum,SOLID_TUMOR_WITHOUT_METASTASIS
C03.9,"Malignant neoplasm of gum, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C04.0,Malignant neoplasm of anterior floor of mouth,SOLID_TUMOR_WITHOUT_METASTASIS
C04.1,Malignant neoplasm of lateral floor of mouth,SOLID_TUMOR_WITHOUT_METASTASIS
C04.8,Overlapping malignant lesion of floor of mouth,SOLID_TUMOR_WITHOUT_METASTASIS
C04.9,"Malignant neoplasm of floor of mouth, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C05.0,Malignant neoplasm of hard palate,SOLID_TUMOR_WITHOUT_METASTASIS
C05.1,Malignant neoplasm of soft palate,SOLID_TUMOR_WITHOUT_METASTASIS
C05.2,Malignant neoplasm of uvula,SOLID_TUMOR_WITHOUT_METASTASIS
C05.8,Overlapping malignant lesion of palate,SOLID_TUMOR_WITHOUT_METASTASIS
C05.9,"Malignant neoplasm of palate, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C06.0,Malignant neoplasm of cheek mucosa,SOLID_TUMOR_WITHOUT_METASTASIS
C06.1,Malignant neoplasm of vestibule of mouth,SOLID_TUMOR_WITHOUT_METASTASIS
C06.2,Malignant neoplasm of retromolar area,SOLID_TUMOR_WITHOUT_METASTASIS
C06.8,Overlapping malignant lesion of other and unspecified parts of mouth,SOLID_TUMOR_WITHOUT_METASTASIS
C06.9,"Malignant neoplasm of mouth, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C07.,Malignant neoplasm of parotid gland,SOLID_TUMOR_WITHOUT_METASTASIS
C08.0,Malignant neoplasm of submandibular gland,SOLID_TUMOR_WITHOUT_METASTASIS
C08.1,Malignant neoplasm of sublingual gland,SOLID_TUMOR_WITHOUT_METASTASIS
C08.8,Overlapping malignant lesion of major salivary glands,SOLID_TUMOR_WITHOUT_METASTASIS
C08.9,"Malignant neoplasm of major salivary gland, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C09.0,Malignant neoplasm of tonsillar fossa,SOLID_TUMOR_WITHOUT_METASTASIS
C09.1,Malignant neoplasm of tonsillar pillar (anterior)(posterior),SOLID_TUMOR_WITHOUT_METASTASIS
C09.8,Overlapping malignant lesion of tonsil,SOLID_TUMOR_WITHOUT_METASTASIS
C09.9,"Malignant neoplasm of tonsil, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C10.0,Malignant neoplasm of vallecula,SOLID_TUMOR_WITHOUT_METASTASIS
C10.1,Malignant neoplasm of anterior surface of epiglottis,SOLID_TUMOR_WITHOUT_METASTASIS
C10.2,Malignant neoplasm of lateral wall of oropharynx,SOLID_TUMOR_WITHOUT_METASTASIS
C10.3,Malignant neoplasm of posterior wall of oropharynx,SOLID_TUMOR_WITHOUT_METASTASIS
C10.4,Malignant neoplasm of branchial cleft,SOLID_TUMOR_WITHOUT_METASTASIS
C10.8,Overlapping malignant lesion of oropharynx,SOLID_TUMOR_WITHOUT_METASTASIS
C10.9,"Malignant neoplasm of oropharynx, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C11.0,Malignant neoplasm of superior wall of nasopharynx,SOLID_TUMOR_WITHOUT_METASTASIS
C11.1,Malignant neoplasm of posterior wall of nasopharynx,SOLID_TUMOR_WITHOUT_METASTASIS
C11.2,Malignant neoplasm of lateral wall of nasopharynx,SOLID_TUMOR_WITHOUT_METASTASIS
C11.3,Malignant neoplasm of anterior wall of nasopharynx,SOLID_TUMOR_WITHOUT_METASTASIS
C11.8,Overlapping malignant lesion of nasopharynx,SOLID_TUMOR_WITHOUT_METASTASIS
C11.9,"Malignant neoplasm of nasopharynx, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C12.,Malignant neoplasm of pyriform sinus,SOLID_TUMOR_WITHOUT_METASTASIS
C13.0,Malignant neoplasm of postcricoid region,SOLID_TUMOR_WITHOUT_METASTASIS
C13.1,"Malignant neoplasm of aryepiglottic fold, hypopharyngeal aspect",SOLID_TUMOR_WITHOUT_METASTASIS
C13.2,Malignant neoplasm of posterior wall of hypopharynx,SOLID_TUMOR_WITHOUT_METASTASIS
C13.8,Overlapping malignant lesion of hypopharynx,SOLID_TUMOR_WITHOUT_METASTASIS
C13.9,"Malignant neoplasm of hypopharynx, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C14.0,"Malignant neoplasm of pharynx, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C14.2,Malignant neoplasm of Waldeyer ring,SOLID_TUMOR_WITHOUT_METASTASIS
C14.8,"Overlapping malignant lesion of lip, oral cavity and pharynx",SOLID_TUMOR_WITHOUT_METASTASIS
C15.0,Malignant neoplasm of cervical part of oesophagus,SOLID_TUMOR_WITHOUT_METASTASIS
C15.1,Malignant neoplasm of thoracic part of oesophagus,SOLID_TUMOR_WITHOUT_METASTASIS
C15.2,Malignant neoplasm of abdominal part of oesophagus,SOLID_TUMOR_WITHOUT_METASTASIS
C15.3,Malignant neoplasm of upper third of oesophagus,SOLID_TUMOR_WITHOUT_METASTASIS
C15.4,Malignant neoplasm of middle third of oesophagus,SOLID_TUMOR_WITHOUT_METASTASIS
C15.5,Malignant neoplasm of lower third of oesophagus,SOLID_TUMOR_WITHOUT_METASTASIS
C15.8,Overlapping malignant lesion of oesophagus,SOLID_TUMOR_WITHOUT_METASTASIS
C15.9,"Malignant neoplasm of oesophagus, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C16.0,Malignant neoplasm of cardia,SOLID_TUMOR_WITHOUT_METASTASIS
C16.1,Malignant neoplasm of fundus of stomach,SOLID_TUMOR_WITHOUT_METASTASIS
C16.2,Malignant neoplasm of body of stomach,SOLID_TUMOR_WITHOUT_METASTASIS
C16.3,Malignant neoplasm of pyloric antrum,SOLID_TUMOR_WITHOUT_METASTASIS
C16.4,Malignant neoplasm of pylorus,SOLID_TUMOR_WITHOUT_METASTASIS
C16.5,"Malignant neoplasm of lesser curvature of stomach, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C16.6,"Malignant neoplasm of greater curvature of stomach, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C16.8,Overlapping malignant lesion of stomach,SOLID_TUMOR_WITHOUT_METASTASIS
C16.9,"Malignant neoplasm of stomach, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C17.0,Malignant neoplasm of duodenum,SOLID_TUMOR_WITHOUT_METASTASIS
C17.1,Malignant neoplasm of jejunum,SOLID_TUMOR_WITHOUT_METASTASIS
C17.2,Malignant neoplasm of ileum,SOLID_TUMOR_WITHOUT_METASTASIS
C17.3,Malignant neoplasm of Meckel's diverticulum,SOLID_TUMOR_WITHOUT_METASTASIS
C17.8,Overlapping malignant lesion of small intestine,SOLID_TUMOR_WITHOUT_METASTASIS
C17.9,"Malignant neoplasm of small intestine, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C18.0,Malignant neoplasm of caecum,SOLID_TUMOR_WITHOUT_METASTASIS
C18.1,Malignant neoplasm of appendix,SOLID_TUMOR_WITHOUT_METASTASIS
C18.2,Malignant neoplasm of ascending colon,SOLID_TUMOR_WITHOUT_METASTASIS
C18.3,Malignant neoplasm of hepatic flexure,SOLID_TUMOR_WITHOUT_METASTASIS
C18.4,Malignant neoplasm of transverse colon,SOLID_TUMOR_WITHOUT_METASTASIS
C18.5,Malignant neoplasm of splenic flexure,SOLID_TUMOR_WITHOUT_METASTASIS
C18.6,Malignant neoplasm of descending colon,SOLID_TUMOR_WITHOUT_METASTASIS
C18.7,Malignant neoplasm of sigmoid colon,SOLID_TUMOR_WITHOUT_METASTASIS
C18.8,Overlapping malignant lesion of colon,SOLID_TUMOR_WITHOUT_METASTASIS
C18.9,"Malignant neoplasm of colon, part unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C19.,Malignant neoplasm of rectosigmoid junction,SOLID_TUMOR_WITHOUT_METASTASIS
C20.,Malignant neoplasm of rectum,SOLID_TUMOR_WITHOUT_METASTASIS
C21.0,"Malignant neoplasm of anus, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C21.1,Malignant neoplasm of anal canal,SOLID_TUMOR_WITHOUT_METASTASIS
C21.2,Malignant neoplasm of cloacogenic zone,SOLID_TUMOR_WITHOUT_METASTASIS
C21.8,"Overlapping malignant lesion of rectum, anus and anal canal",SOLID_TUMOR_WITHOUT_METASTASIS
C22.0,Liver cell carcinoma,SOLID_TUMOR_WITHOUT_METASTASIS
C22.1,Intrahepatic bile duct carcinoma,SOLID_TUMOR_WITHOUT_METASTASIS
C22.2,Hepatoblastoma,SOLID_TUMOR_WITHOUT_METASTASIS
C22.3,Angiosarcoma of liver,SOLID_TUMOR_WITHOUT_METASTASIS
C22.4,Other sarcomas of liver,SOLID_TUMOR_WITHOUT_METASTASIS
C22.7,Other specified carcinomas of liver,SOLID_TUMOR_WITHOUT_METASTASIS
C22.9,"Malignant neoplasm of liver, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C23.,Malignant neoplasm of gallbladder,SOLID_TUMOR_WITHOUT_METASTASIS
C24.0,Malignant neoplasm of extrahepatic bile duct,SOLID_TUMOR_WITHOUT_METASTASIS
C24.1,Malignant neoplasm of ampulla of Vater,SOLID_TUMOR_WITHOUT_METASTASIS
C24.8,Overlapping malignant lesion of biliary tract,SOLID_TUMOR_WITHOUT_METASTASIS
C24.9,"Malignant neoplasm of biliary tract, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C25.0,Malignant neoplasm of head of pancreas,SOLID_TUMOR_WITHOUT_METASTASIS
C25.1,Malignant neoplasm of body of pancreas,SOLID_TUMOR_WITHOUT_METASTASIS
C25.2,Malignant neoplasm of tail of pancreas,SOLID_TUMOR_WITHOUT_METASTASIS
C25.3,Malignant neoplasm of pancreatic duct,SOLID_TUMOR_WITHOUT_METASTASIS
C25.4,Malignant neoplasm of endocrine pancreas,SOLID_TUMOR_WITHOUT_METASTASIS
C25.7,Malignant neoplasm of other parts of pancreas,SOLID_TUMOR_WITHOUT_METASTASIS
C25.8,Overlapping malignant lesion of pancreas,SOLID_TUMOR_WITHOUT_METASTASIS
C25.9,"Malignant neoplasm of pancreas, part unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C26.0,"Malignant neoplasm of intestinal tract, part unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C26.1,Malignant neoplasm of spleen,SOLID_TUMOR_WITHOUT_METASTASIS
C26.8,Overlapping malignant lesion of digestive system,SOLID_TUMOR_WITHOUT_METASTASIS
C26.9,Malignant neoplasm of ill-defined sites within the digestive system,SOLID_TUMOR_WITHOUT_METASTASIS
C30.0,Malignant neoplasm of nasal cavity,SOLID_TUMOR_WITHOUT_METASTASIS
C30.1,Malignant neoplasm of middle ear,SOLID_TUMOR_WITHOUT_METASTASIS
C31.0,Malignant neoplasm of maxillary sinus,SOLID_TUMOR_WITHOUT_METASTASIS
C31.1,Malignant neoplasm of ethmoidal sinus,SOLID_TUMOR_WITHOUT_METASTASIS
C31.2,Malignant neoplasm of frontal sinus,SOLID_TUMOR_WITHOUT_METASTASIS
C31.3,Malignant neoplasm of sphenoidal sinus,SOLID_TUMOR_WITHOUT_METASTASIS
C31.8,Overlapping malignant lesion of accessory sinuses,SOLID_TUMOR_WITHOUT_METASTASIS
C31.9,"Malignant neoplasm of accessory sinus, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C32.0,Malignant neoplasm of glottis,SOLID_TUMOR_WITHOUT_METASTASIS
C32.1,Malignant neoplasm of supraglottis,SOLID_TUMOR_WITHOUT_METASTASIS
C32.2,Malignant neoplasm of subglottis,SOLID_TUMOR_WITHOUT_METASTASIS
C32.3,Malignant neoplasm of laryngeal cartilage,SOLID_TUMOR_WITHOUT_METASTASIS
C32.8,Overlapping malignant lesion of larynx,SOLID_TUMOR_WITHOUT_METASTASIS
C32.9,"Malignant neoplasm of larynx, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C33.,Malignant neoplasm of trachea,SOLID_TUMOR_WITHOUT_METASTASIS
C34.0,Malignant neoplasm of main bronchus,SOLID_TUMOR_WITHOUT_METASTASIS
C34.1,"Malignant neoplasm of upper lobe, bronchus or lung",SOLID_TUMOR_WITHOUT_METASTASIS
C34.2,"Malignant neoplasm of middle lobe, bronchus or lung",SOLID_TUMOR_WITHOUT_METASTASIS
C34.3,"Malignant neoplasm of lower lobe, bronchus or lung",SOLID_TUMOR_WITHOUT_METASTASIS
C34.8,Overlapping malignant lesion of bronchus and lung,SOLID_TUMOR_WITHOUT_METASTASIS
C34.9,"Malignant neoplasm of bronchus or lung, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C37.,Malignant neoplasm of thymus,SOLID_TUMOR_WITHOUT_METASTASIS
C38.0,Malignant neoplasm of heart,SOLID_TUMOR_WITHOUT_METASTASIS
C38.1,Malignant neoplasm of anterior mediastinum,SOLID_TUMOR_WITHOUT_METASTASIS
C38.2,Malignant neoplasm of posterior mediastinum,SOLID_TUMOR_WITHOUT_METASTASIS
C38.3,"Malignant neoplasm of mediastinum, part unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C38.4,Malignant neoplasm of pleura,SOLID_TUMOR_WITHOUT_METASTASIS
C38.8,"Overlapping malignant lesion of heart, mediastinum and pleura",SOLID_TUMOR_WITHOUT_METASTASIS
C39.0,"Malignant neoplasm of upper respiratory tract, part unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C39.8,Overlapping malignant lesion of respiratory and intrathoracic organs,SOLID_TUMOR_WITHOUT_METASTASIS
C39.9,Malignant neoplasm of ill-defined sites within the respiratory system,SOLID_TUMOR_WITHOUT_METASTASIS
C40.0,Malignant neoplasm of scapula and long bones of upper limb,SOLID_TUMOR_WITHOUT_METASTASIS
C40.1,Malignant neoplasm of short bones of upper limb,SOLID_TUMOR_WITHOUT_METASTASIS
C40.2,Malignant neoplasm of long bones of lower limb,SOLID_TUMOR_WITHOUT_METASTASIS
C40.3,Malignant neoplasm of short bones of lower limb,SOLID_TUMOR_WITHOUT_METASTASIS
C40.8,Overlapping malignant lesion of bone and articular cartilage of limbs,SOLID_TUMOR_WITHOUT_METASTASIS
C40.9,"Malignant neoplasm of bone and articular cartilage of limb, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C41.01,Malignant neoplasm of craniofacial bones,SOLID_TUMOR_WITHOUT_METASTASIS
C41.02,Malignant neoplasm of maxillofacial bones,SOLID_TUMOR_WITHOUT_METASTASIS
C41.1,Malignant neoplasm of mandible,SOLID_TUMOR_WITHOUT_METASTASIS
C41.2,Malignant neoplasm of vertebral column,SOLID_TUMOR_WITHOUT_METASTASIS
C41.3,"Malignant neoplasm of ribs, sternum and clavicle",SOLID_TUMOR_WITHOUT_METASTASIS
C41.4,"Malignant neoplasm of pelvic bones, sacrum and coccyx",SOLID_TUMOR_WITHOUT_METASTASIS
C41.8,Overlapping malignant lesion of bone and articular cartilage,SOLID_TUMOR_WITHOUT_METASTASIS
C41.9,"Malignant neoplasm of bone and articular cartilage, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C43.0,Malignant melanoma of lip,SOLID_TUMOR_WITHOUT_METASTASIS
C43.1,"Malignant melanoma of eyelid, including canthus",SOLID_TUMOR_WITHOUT_METASTASIS
C43.2,Malignant melanoma of ear and external auricular canal,SOLID_TUMOR_WITHOUT_METASTASIS
C43.3,Malignant melanoma of other and unspecified parts of face,SOLID_TUMOR_WITHOUT_METASTASIS
C43.4,Malignant melanoma of scalp and neck,SOLID_TUMOR_WITHOUT_METASTASIS
C43.5,Malignant melanoma of trunk,SOLID_TUMOR_WITHOUT_METASTASIS
C43.6,"Malignant melanoma of upper limb, including shoulder",SOLID_TUMOR_WITHOUT_METASTASIS
C43.7,"Malignant melanoma of lower limb, including hip",SOLID_TUMOR_WITHOUT_METASTASIS
C43.8,Overlapping malignant melanoma of skin,SOLID_TUMOR_WITHOUT_METASTASIS
C43.9,"Malignant melanoma of skin, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C45.0,Mesothelioma of pleura,SOLID_TUMOR_WITHOUT_METASTASIS
C45.1,Mesothelioma of peritoneum,SOLID_TUMOR_WITHOUT_METASTASIS
C45.2,Mesothelioma of pericardium,SOLID_TUMOR_WITHOUT_METASTASIS
C45.7,Mesothelioma of other sites,SOLID_TUMOR_WITHOUT_METASTASIS
C45.9,"Mesothelioma, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C46.,Kaposi sarcoma,SOLID_TUMOR_WITHOUT_METASTASIS
C46.0,Kaposi sarcoma of skin,SOLID_TUMOR_WITHOUT_METASTASIS
C46.1,Kaposi sarcoma of soft tissue,SOLID_TUMOR_WITHOUT_METASTASIS
C46.2,Kaposi sarcoma of palate,SOLID_TUMOR_WITHOUT_METASTASIS
C46.3,Kaposi sarcoma of lymph nodes,SOLID_TUMOR_WITHOUT_METASTASIS
C46.7,Kaposi sarcoma of other sites,SOLID_TUMOR_WITHOUT_METASTASIS
C46.8,Kaposi sarcoma of multiple organs,SOLID_TUMOR_WITHOUT_METASTASIS
C46.9,"Kaposi sarcoma, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C47.0,"Malignant neoplasm of peripheral nerves of head, face and neck",SOLID_TUMOR_WITHOUT_METASTASIS
C47.1,"Malignant neoplasm of peripheral nerves of upper limb, including shoulder",SOLID_TUMOR_WITHOUT_METASTASIS
C47.2,"Malignant neoplasm of peripheral nerves of lower limb, including hip",SOLID_TUMOR_WITHOUT_METASTASIS
C47.3,Malignant neoplasm of peripheral nerves of thorax,SOLID_TUMOR_WITHOUT_METASTASIS
C47.4,Malignant neoplasm of peripheral nerves of abdomen,SOLID_TUMOR_WITHOUT_METASTASIS
C47.5,Malignant neoplasm of peripheral nerves of pelvis,SOLID_TUMOR_WITHOUT_METASTASIS
C47.6,"Malignant neoplasm of peripheral nerves of trunk, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C47.8,Overlapping malignant lesion of peripheral nerves and autonomic nervous system,SOLID_TUMOR_WITHOUT_METASTASIS
C47.9,"Malignant neoplasm of peripheral nerves and autonomic nervous system, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C48.0,Malignant neoplasm of retroperitoneum,SOLID_TUMOR_WITHOUT_METASTASIS
C48.1,Malignant neoplasm of specified parts of peritoneum,SOLID_TUMOR_WITHOUT_METASTASIS
C48.2,"Malignant neoplasm of peritoneum, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C48.8,Overlapping malignant lesion of retroperitoneum and peritoneum,SOLID_TUMOR_WITHOUT_METASTASIS
C49.0,"Malignant neoplasm of connective and soft tissue of head, face and neck",SOLID_TUMOR_WITHOUT_METASTASIS
C49.1,"Malignant neoplasm of connective and soft tissue of upper limb, including shoulder",SOLID_TUMOR_WITHOUT_METASTASIS
C49.2,"Malignant neoplasm of connective and soft tissue of lower limb, including hip",SOLID_TUMOR_WITHOUT_METASTASIS
C49.3,Malignant neoplasm of connective and soft tissue of thorax,SOLID_TUMOR_WITHOUT_METASTASIS
C49.4,Malignant neoplasm of connective and soft tissue of abdomen,SOLID_TUMOR_WITHOUT_METASTASIS
C49.5,Malignant neoplasm of connective and soft tissue of pelvis,SOLID_TUMOR_WITHOUT_METASTASIS
C49.6,"Malignant neoplasm of connective and soft tissue of trunk, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C49.8,Overlapping malignant lesion of connective and soft tissue,SOLID_TUMOR_WITHOUT_METASTASIS
C49.9,"Malignant neoplasm of connective and soft tissue, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C50.0,Malignant neoplasm of nipple and areola,SOLID_TUMOR_WITHOUT_METASTASIS
C50.1,Malignant neoplasm of central portion of breast,SOLID_TUMOR_WITHOUT_METASTASIS
C50.2,Malignant neoplasm of upper-inner quadrant of breast,SOLID_TUMOR_WITHOUT_METASTASIS
C50.3,Malignant neoplasm of lower-inner quadrant of breast,SOLID_TUMOR_WITHOUT_METASTASIS
C50.4,Malignant neoplasm of upper-outer quadrant of breast,SOLID_TUMOR_WITHOUT_METASTASIS
C50.5,Malignant neoplasm of lower-outer quadrant of breast,SOLID_TUMOR_WITHOUT_METASTASIS
C50.6,Malignant neoplasm of axillary tail of breast,SOLID_TUMOR_WITHOUT_METASTASIS
C50.8,Overlapping malignant lesion of breast,SOLID_TUMOR_WITHOUT_METASTASIS
C50.9,"Malignant neoplasm of breast, unspecified part",SOLID_TUMOR_WITHOUT_METASTASIS
C51.0,Malignant neoplasm of labium majus,SOLID_TUMOR_WITHOUT_METASTASIS
C51.1,Malignant neoplasm of labium minus,SOLID_TUMOR_WITHOUT_METASTASIS
C51.2,Malignant neoplasm of clitoris,SOLID_TUMOR_WITHOUT_METASTASIS
C51.8,Overlapping malignant lesion of vulva,SOLID_TUMOR_WITHOUT_METASTASIS
C51.9,"Malignant neoplasm of vulva, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C52.,Malignant neoplasm of vagina,SOLID_TUMOR_WITHOUT_METASTASIS
C53.0,Malignant neoplasm of endocervix,SOLID_TUMOR_WITHOUT_METASTASIS
C53.1,Malignant neoplasm of exocervix,SOLID_TUMOR_WITHOUT_METASTASIS
C53.8,Overlapping malignant lesion of cervix uteri,SOLID_TUMOR_WITHOUT_METASTASIS
C53.9,"Malignant neoplasm of cervix uteri, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C54.0,Malignant neoplasm of isthmus uteri,SOLID_TUMOR_WITHOUT_METASTASIS
C54.1,Malignant neoplasm of endometrium,SOLID_TUMOR_WITHOUT_METASTASIS
C54.2,Malignant neoplasm of myometrium,SOLID_TUMOR_WITHOUT_METASTASIS
C54.3,Malignant neoplasm of fundus uteri,SOLID_TUMOR_WITHOUT_METASTASIS
C54.8,Overlapping malignant lesion of corpus uteri,SOLID_TUMOR_WITHOUT_METASTASIS
C54.9,"Malignant neoplasm of corpus uteri, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C55.,"Malignant neoplasm of uterus, part unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C56.,Malignant neoplasm of ovary,SOLID_TUMOR_WITHOUT_METASTASIS
C57.0,Malignant neoplasm of fallopian tube,SOLID_TUMOR_WITHOUT_METASTASIS
C57.1,Malignant neoplasm of broad ligament,SOLID_TUMOR_WITHOUT_METASTASIS
C57.2,Malignant neoplasm of round ligament,SOLID_TUMOR_WITHOUT_METASTASIS
C57.3,Malignant neoplasm of parametrium,SOLID_TUMOR_WITHOUT_METASTASIS
C57.4,"Malignant neoplasm of uterine adnexa, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C57.7,Malignant neoplasm of other specified female genital organs,SOLID_TUMOR_WITHOUT_METASTASIS
C57.8,Overlapping malignant lesion of female genital organs,SOLID_TUMOR_WITHOUT_METASTASIS
C57.9,"Malignant neoplasm of female genital organ, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C58.,Malignant neoplasm of placenta,SOLID_TUMOR_WITHOUT_METASTASIS
C60.0,Malignant neoplasm of prepuce,SOLID_TUMOR_WITHOUT_METASTASIS
C60.1,Malignant neoplasm of glans penis,SOLID_TUMOR_WITHOUT_METASTASIS
C60.2,Malignant neoplasm of body of penis,SOLID_TUMOR_WITHOUT_METASTASIS
C60.8,Overlapping malignant lesion of penis,SOLID_TUMOR_WITHOUT_METASTASIS
C60.9,"Malignant neoplasm of penis, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C61.,Malignant neoplasm of prostate,SOLID_TUMOR_WITHOUT_METASTASIS
C62.0,Malignant neoplasm of undescended testis,SOLID_TUMOR_WITHOUT_METASTASIS
C62.1,Malignant neoplasm of descended testis,SOLID_TUMOR_WITHOUT_METASTASIS
C62.9,"Malignant neoplasm of testis, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C63.0,Malignant neoplasm of epididymis,SOLID_TUMOR_WITHOUT_METASTASIS
C63.1,Malignant neoplasm of spermatic cord,SOLID_TUMOR_WITHOUT_METASTASIS
C63.2,Malignant neoplasm of scrotum,SOLID_TUMOR_WITHOUT_METASTASIS
C63.7,Other specified male genital organs,SOLID_TUMOR_WITHOUT_METASTASIS
C63.8,Overlapping malignant lesion of male genital organs,SOLID_TUMOR_WITHOUT_METASTASIS
C63.9,"Malignant neoplasm of male genital organ, unspecified",SOLID_TUMOR_WITHOUT_METASTASIS
C64.,"Malignant neoplasm of kidney, except renal pelvis",SOLID_TUMOR_WITHOUT_METASTASIS
C65.,Malignant neoplasm of renal pelvis,SOLID_TUMOR_WITHOUT_METASTASIS
C66.,Malignant neoplasm of ureter,SOLID_TUMOR_WITHOUT_METASTASIS
C67.0,Malignant neoplasm of trigone of bladder,SOLID_TUMOR_WITHOUT_METASTASIS
C67.1,Malignant neoplasm of dome of bladder,SOLID_TUMOR_WITHOUT_METASTASIS
C67.2,Malignant neoplasm of lateral wall of bladder,SOLID_TUMOR_WITHOUT_METASTASIS
C67.3,Malignant neoplasm of anterior wall of bladder,SOLID_TUMOR_WITHOUT_METASTASIS
C67.4,Malignant neoplasm of posterior wall of bladder,SOLID_TUMOR_WITHOUT_METASTASIS
C67.5,Malignant neoplasm of bladder neck,SOLID_TUMOR_WITHOUT_METASTASIS
